Date,Region,Account_ID,Scenario,Amount
2025-10-01,LATAM,201,Actual,-41405.6
2024-10-01,LATAM,102,Budget,33318.0
2024-09-01,EMEA,303,Actual,-42848.2
2025-12-01,APAC,201,Actual,-40543.75
2024-04-01,NAM,303,Actual,-10933.0
2024-06-01,LATAM,202,Budget,-26534.0
2025-11-01,LATAM,202,Budget,-8942.0
2024-03-01,APAC,304,Actual,-31387.23
2024-05-01,NAM,302,Actual,-28758.98
2025-11-01,EMEA,302,Actual,-30686.71
2024-01-01,LATAM,302,Budget,-8600.0
2025-01-01,EMEA,301,Actual,-39111.57
2024-07-01,EMEA,302,Actual,-37705.48
2024-01-01,EMEA,201,Actual,-35719.16
2024-12-01,NAM,301,Actual,-25429.07
2024-11-01,APAC,303,Budget,-37633.0
2025-07-01,EMEA,302,Budget,-17642.0
2025-11-01,NAM,101,Actual,26842.81
2024-07-01,EMEA,304,Budget,-21869.0
2025-08-01,NAM,303,Budget,-35955.0
2024-06-01,LATAM,303,Budget,-35606.0
2024-08-01,APAC,304,Budget,-8049.0
2024-07-01,APAC,101,Actual,16957.42
2024-02-01,NAM,301,Actual,-6798.39
2025-03-01,APAC,301,Actual,-11593.35
2025-07-01,LATAM,304,Actual,-46107.12
2024-10-01,NAM,102,Budget,42623.0
2024-02-01,EMEA,201,Budget,-44106.0
2025-01-01,LATAM,301,Actual,-39966.6
2024-09-01,EMEA,202,Budget,-28102.0
2024-07-01,NAM,202,Actual,-7469.68
2025-04-01,APAC,302,Budget,-22267.0
2024-02-01,APAC,302,Actual,-41456.15
2025-01-01,LATAM,201,Budget,-37602.0
2025-04-01,EMEA,303,Actual,-9731.81
2024-08-01,APAC,202,Actual,-24585.92
2024-10-01,LATAM,201,Budget,-20225.0
2024-11-01,NAM,302,Budget,-25085.0
2024-07-01,EMEA,302,Budget,-13989.0
2024-10-01,APAC,201,Actual,-34980.78
2025-04-01,EMEA,301,Actual,-17159.0
2025-05-01,EMEA,202,Actual,-25482.77
2024-02-01,EMEA,102,Budget,46518.0
2024-04-01,APAC,202,Actual,-6624.16
2025-01-01,APAC,304,Actual,-28349.28
2025-10-01,EMEA,304,Actual,-44847.13
2025-03-01,NAM,102,Actual,44439.59
2025-12-01,APAC,101,Budget,49459.0
2024-06-01,APAC,303,Actual,-32563.75
2024-02-01,LATAM,102,Actual,17604.76
2025-08-01,EMEA,102,Actual,5991.37
2025-03-01,EMEA,102,Budget,22739.0
2025-06-01,LATAM,303,Budget,-6282.0
2024-03-01,LATAM,301,Actual,-46620.92
2024-03-01,NAM,301,Actual,-48881.18
2024-09-01,NAM,202,Actual,-16598.33
2025-07-01,APAC,201,Budget,-20039.0
2025-02-01,NAM,101,Budget,26754.0
2024-04-01,APAC,301,Actual,-27917.22
2024-10-01,NAM,201,Budget,-29539.0
2025-09-01,NAM,301,Budget,-5767.0
2024-01-01,NAM,303,Actual,-31080.87
2024-05-01,LATAM,101,Actual,42813.97
2025-07-01,EMEA,304,Actual,-51194.88
2025-12-01,APAC,202,Actual,-51310.02
2024-10-01,APAC,201,Actual,-9097.65
2024-01-01,LATAM,201,Actual,-51094.18
2025-12-01,APAC,102,Actual,14495.62
2025-01-01,LATAM,302,Actual,-5192.68
2024-02-01,LATAM,202,Budget,-45795.0
2024-10-01,APAC,304,Actual,-7912.63
2025-05-01,APAC,304,Actual,-26178.66
2025-12-01,NAM,302,Actual,-34276.11
2025-02-01,APAC,102,Budget,19020.0
2025-03-01,NAM,304,Budget,-43714.0
2024-03-01,APAC,302,Budget,-25802.0
2025-10-01,NAM,303,Budget,-15512.0
2025-10-01,APAC,101,Budget,47815.0
2024-05-01,LATAM,303,Budget,-45640.0
2024-10-01,NAM,304,Budget,-49272.0
2024-02-01,EMEA,302,Actual,-17867.01
2025-06-01,EMEA,202,Budget,-13853.0
2025-01-01,EMEA,302,Budget,-44916.0
2025-04-01,APAC,202,Actual,-27030.46
2024-09-01,NAM,302,Actual,-15885.57
2025-12-01,NAM,302,Budget,-13572.0
2025-12-01,EMEA,301,Budget,-34262.0
2025-09-01,LATAM,303,Actual,-5969.54
2025-06-01,NAM,301,Budget,-45947.0
2024-04-01,NAM,303,Budget,-26514.0
2024-09-01,EMEA,102,Budget,40248.0
2025-06-01,LATAM,302,Budget,-40985.0
2024-04-01,EMEA,302,Actual,-5948.38
2025-06-01,NAM,101,Actual,39354.12
2024-03-01,APAC,102,Budget,37044.0
2024-07-01,NAM,201,Budget,-28247.0
2024-09-01,EMEA,102,Budget,14798.0
2025-12-01,NAM,304,Actual,-47266.22
2024-12-01,EMEA,303,Budget,-46138.0
2025-04-01,APAC,301,Budget,-42920.0
2024-11-01,APAC,304,Actual,-19354.82
2024-08-01,NAM,302,Actual,-31233.7
2024-08-01,NAM,102,Budget,39694.0
2024-02-01,LATAM,302,Actual,-35051.93
2025-06-01,EMEA,102,Budget,34937.0
2024-01-01,LATAM,102,Budget,30991.0
2024-02-01,APAC,304,Actual,-5486.02
2025-07-01,EMEA,101,Budget,5778.0
2025-05-01,EMEA,301,Budget,-46516.0
2025-08-01,LATAM,304,Budget,-34193.0
2025-12-01,NAM,102,Actual,33895.62
2024-01-01,LATAM,102,Budget,17951.0
2025-12-01,APAC,102,Budget,20510.0
2024-05-01,EMEA,201,Actual,-27182.02
2024-11-01,LATAM,304,Budget,-15644.0
2025-10-01,EMEA,302,Actual,-27106.96
2024-08-01,EMEA,304,Budget,-42112.0
2024-12-01,APAC,301,Actual,-45275.95
2024-01-01,NAM,101,Budget,35014.0
2025-09-01,NAM,202,Actual,-17404.11
2025-08-01,LATAM,302,Actual,-6352.11
2025-09-01,EMEA,101,Budget,49825.0
2024-06-01,NAM,304,Actual,-35870.83
2024-07-01,APAC,202,Budget,-8887.0
2024-02-01,NAM,201,Budget,-10325.0
2024-03-01,APAC,102,Budget,31834.0
2025-04-01,NAM,202,Actual,-39125.55
2025-07-01,APAC,102,Budget,33425.0
2024-12-01,LATAM,201,Actual,-42263.13
2024-07-01,APAC,102,Budget,40204.0
2024-10-01,LATAM,303,Budget,-17604.0
2025-06-01,NAM,102,Actual,5748.51
2024-04-01,EMEA,301,Budget,-16532.0
2024-05-01,NAM,101,Actual,6323.77
2025-05-01,APAC,301,Budget,-17974.0
2024-07-01,NAM,302,Actual,-19715.78
2025-09-01,APAC,202,Budget,-41215.0
2024-12-01,NAM,302,Actual,-39506.36
2025-03-01,APAC,102,Budget,5017.0
2024-07-01,NAM,201,Budget,-27963.0
2025-12-01,LATAM,102,Actual,21355.52
2024-11-01,LATAM,304,Actual,-29039.46
2024-09-01,NAM,201,Budget,-16802.0
2025-08-01,EMEA,202,Budget,-9612.0
2024-07-01,EMEA,201,Budget,-49437.0
2024-05-01,LATAM,304,Actual,-13389.75
2025-07-01,LATAM,101,Budget,27114.0
2025-12-01,NAM,101,Budget,6263.0
2024-01-01,LATAM,101,Actual,37013.82
2024-10-01,APAC,301,Actual,-23902.87
2025-12-01,LATAM,301,Budget,-5682.0
2024-10-01,NAM,302,Budget,-32887.0
2024-10-01,APAC,303,Actual,-34690.98
2024-01-01,EMEA,304,Actual,-4484.44
2024-06-01,NAM,301,Budget,-36334.0
2025-05-01,APAC,304,Actual,-55050.7
2024-11-01,NAM,304,Budget,-20706.0
2024-01-01,APAC,102,Actual,7433.55
2025-10-01,APAC,303,Actual,-36167.75
2024-07-01,LATAM,201,Budget,-42160.0
2024-11-01,EMEA,304,Actual,-52185.11
2025-07-01,APAC,304,Actual,-54891.6
2025-03-01,EMEA,301,Budget,-29896.0
2025-05-01,NAM,303,Actual,-26510.59
2024-08-01,APAC,303,Budget,-5517.0
2024-12-01,LATAM,102,Actual,24401.68
2025-08-01,EMEA,301,Budget,-22065.0
2025-04-01,LATAM,201,Budget,-17652.0
2024-04-01,EMEA,301,Budget,-30772.0
2024-06-01,NAM,102,Budget,33731.0
2025-09-01,NAM,202,Budget,-22593.0
2024-05-01,EMEA,202,Budget,-36506.0
2024-12-01,LATAM,102,Actual,39229.66
2025-02-01,NAM,303,Actual,-7459.51
2025-01-01,LATAM,304,Actual,-29003.37
2025-04-01,APAC,102,Actual,10358.42
2024-05-01,LATAM,202,Actual,-12797.95
2025-05-01,LATAM,303,Actual,-30799.48
2025-07-01,EMEA,301,Actual,-23999.93
2025-10-01,NAM,301,Actual,-29374.21
2024-08-01,LATAM,201,Actual,-5909.92
2025-12-01,EMEA,101,Budget,10611.0
2025-03-01,EMEA,304,Actual,-22504.49
2024-01-01,LATAM,201,Actual,-32139.53
2024-01-01,EMEA,202,Budget,-36657.0
2025-07-01,LATAM,101,Actual,37182.78
2024-11-01,NAM,102,Actual,48076.9
2025-05-01,EMEA,102,Budget,45687.0
2024-02-01,EMEA,101,Actual,23795.06
2025-01-01,EMEA,302,Budget,-29935.0
2024-03-01,EMEA,202,Actual,-46913.6
2025-09-01,APAC,301,Actual,-33350.48
2024-04-01,LATAM,301,Actual,-32689.96
2024-03-01,EMEA,302,Actual,-23386.92
2025-01-01,APAC,202,Actual,-41409.99
2025-03-01,APAC,101,Budget,26544.0
2025-05-01,EMEA,302,Budget,-48798.0
2025-07-01,NAM,102,Budget,15514.0
2025-12-01,NAM,201,Actual,-24444.74
2025-10-01,LATAM,301,Budget,-49321.0
2025-05-01,NAM,202,Actual,-13801.06
2025-08-01,APAC,102,Actual,7075.21
2024-06-01,APAC,302,Actual,-32137.59
2024-07-01,APAC,304,Actual,-31072.84
2024-12-01,NAM,201,Actual,-20466.32
2024-02-01,LATAM,301,Budget,-39082.0
2025-12-01,NAM,201,Actual,-48538.47
2024-06-01,NAM,302,Budget,-14359.0
2025-01-01,NAM,304,Actual,-20762.42
2025-11-01,APAC,301,Actual,-36753.08
2024-08-01,NAM,302,Budget,-36657.0
2024-12-01,NAM,304,Actual,-52063.85
2024-01-01,NAM,102,Actual,39629.05
2024-06-01,EMEA,301,Budget,-15149.0
2024-11-01,APAC,202,Budget,-34630.0
2025-02-01,LATAM,102,Budget,13819.0
2024-10-01,EMEA,301,Actual,-33441.87
2024-01-01,APAC,301,Actual,-45702.25
2025-09-01,NAM,303,Budget,-22126.0
2024-04-01,LATAM,202,Budget,-25937.0
2025-06-01,APAC,201,Actual,-17021.44
2025-11-01,EMEA,102,Actual,7493.12
2024-10-01,EMEA,101,Budget,18160.0
2024-09-01,APAC,301,Budget,-38636.0
2025-10-01,LATAM,202,Actual,-33771.57
2024-11-01,APAC,201,Actual,-5641.25
2024-04-01,APAC,102,Actual,42512.04
2025-10-01,APAC,102,Budget,31327.0
2025-02-01,EMEA,301,Budget,-28662.0
2024-07-01,APAC,101,Budget,9512.0
2025-10-01,EMEA,301,Actual,-31129.95
2025-10-01,NAM,101,Budget,39729.0
2025-11-01,LATAM,302,Actual,-25860.9
2025-02-01,EMEA,201,Actual,-44271.65
2024-03-01,LATAM,101,Actual,52944.64
2025-06-01,NAM,202,Budget,-12554.0
2024-05-01,LATAM,201,Actual,-45865.75
2024-09-01,LATAM,302,Actual,-8453.08
2025-10-01,EMEA,201,Actual,-5166.87
2024-01-01,EMEA,101,Actual,34258.93
2025-09-01,NAM,304,Actual,-29767.25
2025-09-01,LATAM,302,Actual,-41592.39
2025-11-01,APAC,101,Actual,35787.77
2025-11-01,EMEA,303,Budget,-12754.0
2025-04-01,NAM,303,Budget,-42811.0
2025-05-01,EMEA,201,Budget,-7089.0
2024-08-01,EMEA,102,Actual,12448.23
2025-07-01,APAC,102,Budget,35588.0
2025-02-01,LATAM,303,Actual,-38547.98
2024-06-01,EMEA,201,Actual,-34604.56
2025-04-01,LATAM,201,Actual,-16887.49
2024-04-01,LATAM,302,Budget,-48912.0
2024-02-01,EMEA,304,Budget,-24316.0
2024-05-01,APAC,202,Budget,-9899.0
2024-03-01,LATAM,303,Budget,-25117.0
2024-12-01,EMEA,202,Budget,-38969.0
2025-08-01,APAC,301,Budget,-11667.0
2025-03-01,APAC,201,Actual,-25424.92
2025-02-01,EMEA,101,Actual,31258.49
2024-10-01,NAM,303,Actual,-47605.64
2025-03-01,LATAM,302,Actual,-43103.74
2024-11-01,EMEA,101,Actual,9322.24
2025-03-01,APAC,304,Actual,-18334.81
2024-03-01,APAC,201,Budget,-40232.0
2024-11-01,LATAM,302,Budget,-43588.0
2024-01-01,APAC,101,Budget,7118.0
2024-03-01,EMEA,101,Budget,31792.0
2024-08-01,EMEA,102,Budget,28528.0
2025-11-01,NAM,201,Actual,-21236.55
2025-07-01,LATAM,303,Budget,-6017.0
2024-09-01,EMEA,102,Actual,16288.89
2025-06-01,LATAM,303,Budget,-46863.0
2024-09-01,APAC,201,Actual,-22474.95
2024-01-01,EMEA,201,Budget,-18795.0
2024-09-01,APAC,302,Budget,-34488.0
2025-05-01,APAC,101,Budget,15185.0
2025-06-01,LATAM,301,Budget,-41335.0
2024-10-01,APAC,302,Budget,-46957.0
2025-07-01,EMEA,304,Actual,-34372.34
2024-01-01,APAC,102,Actual,40992.13
2025-12-01,NAM,201,Budget,-6626.0
2025-02-01,LATAM,202,Budget,-20020.0
2025-07-01,EMEA,101,Budget,38308.0
2025-07-01,APAC,303,Budget,-12827.0
2024-08-01,LATAM,302,Actual,-13494.33
2024-05-01,APAC,201,Actual,-22306.16
2024-02-01,LATAM,304,Budget,-5539.0
2024-10-01,APAC,302,Budget,-36854.0
2025-05-01,LATAM,201,Actual,-25634.69
2024-07-01,NAM,201,Actual,-8893.46
2024-07-01,NAM,303,Actual,-22331.4
2025-02-01,LATAM,301,Actual,-37421.94
2024-11-01,LATAM,201,Budget,-27131.0
2024-09-01,EMEA,302,Budget,-5785.0
2024-08-01,LATAM,302,Budget,-47842.0
2024-04-01,APAC,101,Budget,24251.0
2024-05-01,NAM,304,Budget,-11787.0
2024-04-01,NAM,302,Actual,-19859.02
2024-09-01,APAC,304,Budget,-13584.0
2025-09-01,LATAM,201,Actual,-15581.53
2024-03-01,EMEA,102,Actual,37963.98
2025-03-01,EMEA,302,Actual,-13110.81
2024-11-01,NAM,202,Budget,-40360.0
2025-10-01,NAM,202,Budget,-28006.0
2025-05-01,EMEA,301,Actual,-18848.62
2024-08-01,NAM,102,Budget,7085.0
2025-06-01,LATAM,303,Actual,-13476.42
2025-09-01,EMEA,202,Budget,-30474.0
2024-12-01,EMEA,201,Actual,-34799.47
2024-07-01,NAM,301,Actual,-40239.98
2025-10-01,NAM,101,Actual,20667.91
2025-08-01,APAC,303,Actual,-24108.77
2025-09-01,NAM,201,Actual,-26473.7
2025-05-01,NAM,202,Actual,-52716.47
2024-06-01,NAM,301,Actual,-32971.68
2024-08-01,NAM,303,Budget,-26409.0
2024-06-01,APAC,202,Actual,-36082.59
2025-05-01,NAM,201,Budget,-34451.0
2024-11-01,EMEA,202,Actual,-53088.72
2025-04-01,EMEA,304,Budget,-17829.0
2024-03-01,EMEA,202,Actual,-20779.77
2024-01-01,APAC,303,Actual,-12164.76
2024-06-01,APAC,304,Budget,-8662.0
2024-12-01,LATAM,302,Budget,-13922.0
2025-07-01,EMEA,202,Actual,-16242.16
2025-12-01,NAM,101,Actual,10266.15
2025-04-01,LATAM,201,Actual,-44478.95
2024-04-01,LATAM,303,Actual,-11778.73
2024-07-01,NAM,102,Budget,37697.0
2025-01-01,EMEA,201,Actual,-41431.99
2024-01-01,APAC,304,Actual,-31885.97
2024-08-01,APAC,202,Actual,-26186.16
2024-03-01,EMEA,202,Budget,-23326.0
2024-02-01,EMEA,101,Budget,15539.0
2025-06-01,LATAM,102,Actual,32208.3
2024-04-01,LATAM,304,Actual,-41042.6
2025-11-01,EMEA,303,Actual,-15869.54
2024-12-01,LATAM,202,Actual,-22298.4
2024-09-01,NAM,101,Actual,37213.92
2025-02-01,EMEA,102,Actual,18394.39
2025-10-01,EMEA,301,Actual,-14673.03
2025-08-01,NAM,301,Budget,-21891.0
2025-10-01,LATAM,301,Budget,-22004.0
2024-09-01,APAC,303,Actual,-38311.12
2025-05-01,EMEA,201,Budget,-28877.0
2025-08-01,EMEA,303,Budget,-11485.0
2025-02-01,NAM,303,Actual,-47582.24
2025-08-01,APAC,304,Actual,-21086.25
2025-09-01,EMEA,302,Budget,-48000.0
2024-03-01,LATAM,303,Budget,-49908.0
2025-05-01,LATAM,202,Budget,-25247.0
2025-01-01,NAM,301,Actual,-26377.73
2025-08-01,LATAM,102,Actual,33708.83
2024-03-01,LATAM,202,Budget,-34812.0
2024-06-01,NAM,102,Budget,13037.0
2024-02-01,NAM,202,Actual,-38430.2
2025-12-01,NAM,102,Actual,33319.4
2025-09-01,APAC,202,Actual,-39989.54
2025-01-01,APAC,303,Budget,-43823.0
2024-06-01,LATAM,302,Actual,-37613.65
2024-05-01,APAC,302,Budget,-16031.0
2024-06-01,APAC,303,Actual,-16864.34
2024-12-01,APAC,102,Budget,40036.0
2024-05-01,EMEA,301,Actual,-6239.25
2025-03-01,APAC,301,Actual,-36223.98
2025-08-01,APAC,301,Budget,-45801.0
2025-10-01,EMEA,302,Budget,-22988.0
2024-10-01,LATAM,102,Actual,37762.33
2025-09-01,APAC,304,Budget,-18910.0
2025-12-01,EMEA,301,Actual,-53178.23
2025-07-01,EMEA,302,Budget,-34719.0
2025-06-01,LATAM,302,Budget,-33228.0
2025-10-01,NAM,301,Actual,-35982.46
2024-05-01,LATAM,201,Actual,-41820.88
2024-03-01,EMEA,302,Actual,-13450.78
2024-10-01,NAM,102,Actual,9532.29
2025-12-01,NAM,102,Actual,47039.53
2025-09-01,APAC,101,Budget,29999.0
2024-05-01,EMEA,301,Actual,-12587.75
2025-06-01,NAM,301,Budget,-44849.0
2024-11-01,EMEA,303,Budget,-8856.0
2025-01-01,LATAM,303,Actual,-11085.6
2024-05-01,APAC,102,Actual,7125.44
2025-06-01,LATAM,201,Budget,-43884.0
2024-05-01,NAM,202,Budget,-9064.0
2025-10-01,LATAM,201,Budget,-39524.0
2024-07-01,NAM,303,Actual,-31718.38
2025-03-01,NAM,102,Actual,51798.33
2025-06-01,EMEA,301,Actual,-23337.9
2024-12-01,NAM,201,Budget,-20539.0
2024-05-01,EMEA,302,Budget,-16408.0
2024-04-01,APAC,301,Budget,-26975.0
2024-08-01,EMEA,101,Budget,5622.0
2024-12-01,NAM,302,Budget,-41669.0
2025-01-01,APAC,201,Budget,-45743.0
2025-07-01,LATAM,304,Budget,-43417.0
2024-02-01,NAM,202,Actual,-44640.61
2024-06-01,APAC,301,Budget,-17262.0
2025-02-01,NAM,302,Actual,-32742.12
2025-11-01,EMEA,202,Actual,-22364.89
2025-08-01,NAM,303,Budget,-41992.0
2024-10-01,LATAM,304,Actual,-9901.88
2025-10-01,NAM,303,Actual,-27112.34
2025-08-01,EMEA,201,Actual,-38407.12
2025-05-01,APAC,202,Actual,-18642.65
2025-11-01,EMEA,202,Budget,-5065.0
2025-08-01,EMEA,303,Budget,-41614.0
2024-05-01,LATAM,304,Actual,-13275.74
2025-12-01,LATAM,202,Budget,-40964.0
2025-05-01,EMEA,302,Budget,-17040.0
2024-03-01,LATAM,302,Actual,-46492.36
2025-02-01,LATAM,101,Budget,37623.0
2024-03-01,EMEA,202,Budget,-39145.0
2025-09-01,EMEA,101,Actual,36476.27
2024-01-01,NAM,201,Actual,-42183.25
2024-02-01,NAM,201,Actual,-25660.89
2024-06-01,APAC,102,Actual,9624.29
2025-04-01,EMEA,101,Budget,46828.0
2024-08-01,APAC,202,Actual,-31875.86
2024-11-01,APAC,101,Actual,6550.47
2025-07-01,EMEA,102,Actual,19386.85
2024-02-01,LATAM,201,Budget,-26977.0
2025-11-01,EMEA,302,Budget,-35363.0
2024-07-01,LATAM,302,Budget,-9141.0
2025-07-01,LATAM,201,Budget,-34759.0
2025-12-01,NAM,303,Budget,-29557.0
2024-01-01,LATAM,102,Actual,11384.71
2024-11-01,EMEA,201,Actual,-29799.41
2024-01-01,LATAM,201,Budget,-9246.0
2025-09-01,NAM,304,Budget,-31324.0
2025-06-01,APAC,202,Budget,-43619.0
2024-12-01,LATAM,202,Budget,-34207.0
2025-09-01,LATAM,202,Actual,-46392.25
2025-03-01,LATAM,201,Budget,-47186.0
2025-05-01,EMEA,201,Budget,-19003.0
2024-01-01,NAM,101,Actual,8575.11
2025-08-01,NAM,303,Actual,-39941.68
2025-10-01,LATAM,202,Actual,-49202.61
2025-04-01,APAC,102,Budget,12531.0
2025-10-01,EMEA,304,Actual,-21335.41
2024-06-01,LATAM,201,Actual,-22892.03
2024-05-01,EMEA,302,Actual,-32806.69
2025-10-01,NAM,304,Actual,-24577.2
2024-07-01,LATAM,202,Actual,-16541.22
2024-06-01,EMEA,301,Actual,-44313.84
2024-04-01,EMEA,101,Budget,29049.0
2024-03-01,NAM,202,Actual,-26034.55
2025-07-01,APAC,102,Actual,38204.24
2024-08-01,NAM,302,Budget,-13468.0
2025-02-01,APAC,304,Budget,-47677.0
2025-04-01,EMEA,202,Actual,-38656.02
2024-03-01,LATAM,102,Budget,7584.0
2024-10-01,EMEA,202,Actual,-10121.08
2025-05-01,LATAM,302,Actual,-29592.1
2025-03-01,NAM,202,Actual,-35131.69
2024-06-01,EMEA,202,Budget,-12205.0
2025-12-01,LATAM,102,Budget,14095.0
2025-08-01,NAM,102,Budget,46878.0
2024-03-01,APAC,201,Actual,-40802.96
2025-03-01,LATAM,302,Actual,-35800.51
2024-03-01,LATAM,102,Budget,31429.0
2025-11-01,APAC,202,Budget,-9228.0
2025-08-01,LATAM,102,Actual,24752.96
2024-08-01,LATAM,202,Budget,-40521.0
2025-09-01,NAM,101,Actual,50494.43
2025-11-01,APAC,304,Actual,-11041.51
2024-01-01,EMEA,202,Budget,-42900.0
2025-01-01,LATAM,304,Actual,-21331.22
2024-08-01,EMEA,102,Budget,16865.0
2025-12-01,EMEA,202,Budget,-43382.0
2024-01-01,EMEA,301,Actual,-32879.7
2024-12-01,EMEA,102,Budget,42596.0
2025-10-01,EMEA,101,Budget,29505.0
2025-08-01,APAC,202,Budget,-44570.0
2025-12-01,APAC,102,Budget,26294.0
2024-03-01,APAC,304,Budget,-13005.0
2025-12-01,EMEA,304,Actual,-49295.1
2025-10-01,LATAM,101,Budget,8373.0
2024-01-01,APAC,202,Budget,-46627.0
2024-05-01,LATAM,301,Budget,-35309.0
2025-10-01,LATAM,304,Budget,-13473.0
2025-03-01,APAC,101,Budget,26152.0
2025-04-01,LATAM,304,Budget,-9951.0
2024-04-01,NAM,303,Actual,-34913.6
2024-09-01,APAC,304,Actual,-50432.38
2024-05-01,EMEA,102,Budget,18214.0
2025-07-01,EMEA,304,Actual,-7410.88
2024-08-01,NAM,101,Actual,23095.18
2025-03-01,APAC,102,Budget,20994.0
2024-12-01,APAC,301,Actual,-38425.57
2025-02-01,LATAM,101,Actual,40610.43
2025-01-01,NAM,301,Budget,-32554.0
2025-10-01,NAM,304,Budget,-35338.0
2025-08-01,APAC,102,Budget,10355.0
2025-02-01,EMEA,304,Actual,-56048.38
2025-06-01,LATAM,202,Actual,-17436.22
2025-05-01,LATAM,202,Budget,-47229.0
2024-11-01,NAM,102,Budget,15540.0
2025-03-01,LATAM,201,Budget,-25842.0
2025-07-01,NAM,301,Budget,-16625.0
2024-05-01,NAM,303,Budget,-36085.0
2025-01-01,EMEA,304,Actual,-24758.56
2024-10-01,LATAM,303,Actual,-5004.35
2025-09-01,EMEA,202,Budget,-14620.0
2024-08-01,APAC,302,Budget,-43203.0
2025-08-01,LATAM,302,Budget,-43474.0
2025-05-01,EMEA,302,Actual,-31017.63
2025-11-01,EMEA,102,Budget,24637.0
2024-08-01,APAC,301,Budget,-5483.0
2025-06-01,NAM,101,Budget,12977.0
2025-08-01,EMEA,303,Actual,-52361.58
2025-05-01,APAC,301,Actual,-21682.06
2024-01-01,NAM,304,Budget,-43715.0
2024-05-01,APAC,302,Budget,-33031.0
2025-03-01,NAM,101,Actual,7468.49
2025-05-01,EMEA,202,Actual,-23435.01
2025-06-01,NAM,101,Budget,32626.0
2024-09-01,EMEA,201,Budget,-43417.0
2024-06-01,APAC,202,Budget,-18239.0
2025-08-01,APAC,102,Actual,9331.77
2024-01-01,APAC,302,Actual,-7746.57
2025-08-01,APAC,101,Actual,18374.6
2024-02-01,APAC,102,Actual,43115.16
2025-01-01,EMEA,301,Budget,-6858.0
2025-03-01,LATAM,201,Budget,-25628.0
2024-05-01,NAM,102,Budget,22406.0
2025-03-01,EMEA,201,Actual,-33163.35
2025-12-01,EMEA,304,Budget,-21866.0
2025-08-01,EMEA,304,Actual,-10344.65
2024-03-01,NAM,201,Budget,-47347.0
2025-10-01,EMEA,302,Budget,-11008.0
2024-02-01,APAC,201,Actual,-50902.77
2024-02-01,LATAM,304,Actual,-27391.27
2025-05-01,APAC,102,Budget,9712.0
2025-08-01,EMEA,304,Actual,-39759.48
2024-05-01,NAM,102,Budget,38915.0
2025-06-01,APAC,202,Actual,-25853.4
2024-05-01,LATAM,303,Budget,-24626.0
2025-06-01,LATAM,102,Actual,34089.33
2024-11-01,NAM,201,Actual,-21093.29
2025-02-01,APAC,201,Actual,-16545.72
2024-02-01,NAM,102,Actual,44001.37
2025-02-01,EMEA,302,Budget,-14300.0
2025-04-01,EMEA,303,Budget,-11491.0
2024-12-01,APAC,301,Actual,-40091.92
2024-01-01,LATAM,101,Budget,30717.0
2024-10-01,APAC,101,Actual,6499.68
2025-09-01,LATAM,102,Budget,48521.0
2025-05-01,APAC,201,Budget,-32496.0
2024-12-01,NAM,301,Budget,-17649.0
2024-10-01,LATAM,101,Budget,16789.0
2025-10-01,LATAM,101,Budget,6262.0
2024-04-01,APAC,303,Actual,-47779.2
2025-12-01,NAM,301,Actual,-44899.08
2025-03-01,NAM,303,Actual,-28711.92
2024-07-01,APAC,302,Actual,-22939.79
2024-04-01,LATAM,201,Actual,-41117.87
2025-07-01,LATAM,102,Budget,30508.0
2024-11-01,NAM,304,Budget,-17887.0
2025-10-01,NAM,304,Actual,-36729.78
2024-08-01,APAC,102,Budget,6385.0
2025-08-01,APAC,101,Budget,38063.0
2025-04-01,EMEA,301,Budget,-8961.0
2025-03-01,LATAM,302,Actual,-38828.69
2025-04-01,APAC,304,Actual,-34159.65
2024-10-01,APAC,201,Budget,-6181.0
2025-03-01,LATAM,102,Actual,18209.94
2025-11-01,LATAM,303,Actual,-32988.65
2025-02-01,EMEA,304,Actual,-40274.78
2024-08-01,NAM,202,Actual,-54129.12
2025-10-01,LATAM,304,Budget,-23521.0
2024-11-01,NAM,302,Actual,-54620.5
2025-12-01,LATAM,202,Actual,-47893.91
2024-10-01,NAM,304,Actual,-42854.67
2025-03-01,NAM,101,Actual,34649.27
2024-12-01,EMEA,302,Actual,-47755.58
2025-11-01,APAC,301,Budget,-9859.0
2024-08-01,LATAM,302,Budget,-24242.0
2024-04-01,APAC,101,Actual,5274.82
2025-11-01,EMEA,304,Actual,-23283.71
2025-10-01,NAM,303,Actual,-28898.71
2025-09-01,LATAM,302,Budget,-24767.0
2025-06-01,EMEA,302,Actual,-50930.73
2025-11-01,LATAM,304,Budget,-45456.0
2025-08-01,APAC,202,Budget,-21781.0
2024-06-01,APAC,202,Actual,-20935.03
2024-06-01,EMEA,303,Budget,-38531.0
2025-09-01,APAC,301,Budget,-28621.0
2024-05-01,APAC,202,Budget,-9293.0
2024-06-01,EMEA,201,Budget,-26877.0
2025-03-01,LATAM,304,Budget,-5103.0
2024-03-01,EMEA,303,Actual,-29348.56
2025-06-01,LATAM,201,Budget,-6304.0
2025-06-01,LATAM,301,Actual,-29515.4
2024-11-01,APAC,202,Budget,-38533.0
2024-11-01,APAC,302,Actual,-23279.84
2025-03-01,LATAM,202,Actual,-36175.38
2025-03-01,NAM,201,Actual,-21844.64
2025-03-01,LATAM,202,Actual,-51404.04
2025-06-01,LATAM,101,Actual,8639.84
